Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Care instructions (product.metafields.shopify.care-instructions),Carry options (product.metafields.shopify.carry-options),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Headwear features (product.metafields.shopify.headwear-features),Neckline (product.metafields.shopify.neckline),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cvms-swag-crewneck,,,,,,,,,Grey Frost,,,S,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckGreyFrost.jpg?v=1761154158,2,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckGreyFrost.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Grey Frost,,,M,,,,,,127.5728540625,,-1,deny,manual,37.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,3,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckGreyFrost.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Grey Frost,,,L,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckWhite.jpg?v=1761154158,4,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckGreyFrost.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Grey Frost,,,XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/6282/1695/files/DT6104Y_District_Youth_Crew.jpg?v=1763586966,5,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckGreyFrost.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Grey Frost,,,2XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/6282/1695/files/DT6104_District_Adult_Crew.jpg?v=1763586966,6,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckGreyFrost.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Grey Frost,,,3XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckGreyFrost.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Grey Frost,,,4XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckGreyFrost.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,Youth S,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,Youth M,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,Youth L,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,Youth XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,XS,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,S,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,M,,,,,,127.5728540625,,-1,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,L,,,,,,127.5728540625,,-3,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,2XL,,,,,,127.5728540625,,-1,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,3XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Classic Red,,,4XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CrewneckRed.jpg?v=1761154159,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,Youth S,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,Youth M,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,Youth L,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,Youth XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,XS,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,S,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,M,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,L,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,2XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,3XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,Light Heathered Grey,,,4XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckLightHeatherGrey.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,White,,,XS,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckWhite.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,White,,,S,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckWhite.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,White,,,M,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckWhite.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,White,,,L,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckWhite.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,White,,,XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckWhite.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,White,,,2XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckWhite.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,White,,,3XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckWhite.jpg?v=1761154158,oz,,,
cvms-swag-crewneck,,,,,,,,,White,,,4XL,,,,,,127.5728540625,,0,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/CVMSSpiritStoreCrewneckWhite.jpg?v=1761154158,oz,,,
cvms-tee-1,CVMS Swag Tee,"<p><strong>Please be aware, your items will not be printed until the ""store"" closes. So, it may take longer than you anticipated to get your products. However, we promise to get them to you as quickly as possible. Thanks for your patience!! Your order will NOT be shipped. You can pick it up at the school's office.</strong></p>
<h1 class=""serif mar-b-20"">District<sup><span> </span>®</sup><span> </span>Perfect Tri<sup><span> </span>®</sup><span> </span>Tee - DM130</h1>
<p>Printed on our ""house"" triblend tee. Three yarns form a perfect easygoing look.</p>
<ul>
<li>4.5-ounce, 50/25/25 poly/combed ring spun cotton/rayon</li>
<li>1x1 rib knit neck</li>
<li>Tear-away label</li>
<li>Shoulder to shoulder taping</li>
</ul>
<p> </p>","White Space Design, LLC",Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Tee,"",true,Color,Grey Frost,,Size,Youth S,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,DM130,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,1,"",false,,,,,adults,,,,,,,gray; white; red,triblend; polyester; rayon,,crew,,,,short,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,active
cvms-tee-1,,,,,,,,,Grey Frost,,,Youth M,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,2,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Grey Frost,,,Youth L,,,,,,127.5728540625,,-1,deny,manual,20.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,3,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Grey Frost,,,Youth XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/6282/1695/files/DM132_Youth_District_Tee_d778fbbd-1a09-4d92-9a0b-fad33a5b466f.jpg?v=1763412407,4,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Grey Frost,,,XS,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/6282/1695/files/DM130_district_short_sleeve_tee-1_1cb152c5-a88d-426f-97c9-9c0b3117edb6.jpg?v=1763412407,5,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Grey Frost,,,S,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Grey Frost,,,M,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Grey Frost,,,L,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Grey Frost,,,XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Grey Frost,,,2XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Grey Frost,,,3XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Grey Frost,,,4XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeGreyFrost_6a0e9102-93b1-43e0-977a-1f2ba71be094.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,White,,,Youth S,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,Youth M,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,Youth L,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,Youth XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,XS,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,S,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,M,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,L,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,2XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,3XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,White,,,4XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeWhite_afecd7a9-5cda-451f-bf2f-e4aa5827d01e.jpg?v=1761153098,oz,,,
cvms-tee-1,,,,,,,,,Classic Red,,,Youth S,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Classic Red,,,Youth M,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Classic Red,,,Youth L,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Classic Red,,,Youth XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Classic Red,,,XS,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Classic Red,,,S,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Classic Red,,,M,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Classic Red,,,L,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Classic Red,,,XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,oz,,,
cvms-tee-1,,,,,,,,,Classic Red,,,2XL,,,,,,127.5728540625,,0,deny,manual,20.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/6282/1695/files/TeeRed_9119e524-a4ee-4f3f-814a-aa6c4566a52b.jpg?v=1761154530,oz,,,
